call_id,rep_id,stage,objection_type,deal_size,used_recommended_play,won,transcript_snippet
477,6,discovery,price_too_high,2082.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
478,12,discovery,implementation_time_concern,6069.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
479,15,negotiation,need_more_features,8034.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
480,13,negotiation,implementation_time_concern,11452.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
481,18,demo,no_budget,9103.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
482,21,closing,need_more_features,60616.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
483,4,closing,price_too_high,2965.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
484,9,negotiation,price_too_high,2348.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
485,18,demo,no_budget,48293.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
486,18,discovery,need_stakeholder_buyin,11367.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
487,17,demo,price_too_high,3501.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
488,10,negotiation,not_a_priority_now,8701.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
489,24,discovery,implementation_time_concern,47204.0,0,1,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
490,11,demo,security_compliance_concern,4600.0,0,1,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
491,0,closing,no_budget,67897.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
492,8,negotiation,need_stakeholder_buyin,24905.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
493,12,demo,implementation_time_concern,1913.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
494,19,negotiation,price_too_high,4102.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
495,11,demo,need_stakeholder_buyin,1000.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
496,17,negotiation,implementation_time_concern,81953.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
497,5,demo,already_using_competitor,12190.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
498,4,demo,not_a_priority_now,4907.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
499,3,negotiation,no_budget,1156.0,0,1,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
500,1,demo,security_compliance_concern,7703.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
501,2,closing,security_compliance_concern,5371.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
502,18,negotiation,need_stakeholder_buyin,126811.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
503,8,demo,need_more_features,8601.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
504,11,demo,need_stakeholder_buyin,2682.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
505,16,demo,already_using_competitor,12638.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
506,24,negotiation,already_using_competitor,9318.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
507,13,closing,price_too_high,15265.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
508,21,negotiation,price_too_high,8436.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
509,4,demo,price_too_high,25428.0,0,1,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
510,7,negotiation,implementation_time_concern,6011.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
511,20,demo,already_using_competitor,1000.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
512,23,discovery,need_stakeholder_buyin,4078.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
513,5,negotiation,price_too_high,25162.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
514,2,demo,security_compliance_concern,5505.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
515,24,negotiation,already_using_competitor,13999.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
516,4,closing,implementation_time_concern,11961.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
517,1,negotiation,price_too_high,10928.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
518,20,negotiation,price_too_high,22431.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
519,14,demo,need_stakeholder_buyin,6846.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
520,3,negotiation,no_budget,22981.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
521,12,discovery,security_compliance_concern,9486.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
522,18,negotiation,price_too_high,9545.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
523,5,negotiation,security_compliance_concern,7567.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
524,5,closing,no_budget,3046.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
525,12,demo,need_stakeholder_buyin,2658.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
526,0,discovery,implementation_time_concern,35937.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
527,7,closing,no_budget,3166.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
528,24,discovery,already_using_competitor,7332.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
529,5,closing,not_a_priority_now,3319.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
530,14,negotiation,need_stakeholder_buyin,14219.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
531,5,closing,need_more_features,14906.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
532,1,discovery,security_compliance_concern,3347.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
533,13,closing,no_budget,21409.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
534,10,demo,implementation_time_concern,1000.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
535,9,negotiation,not_a_priority_now,13281.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
536,13,discovery,implementation_time_concern,4413.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
537,21,discovery,no_budget,14807.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
538,8,closing,price_too_high,35602.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
539,4,demo,need_stakeholder_buyin,6845.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
540,4,negotiation,already_using_competitor,10406.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
541,4,demo,implementation_time_concern,15021.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
542,17,negotiation,need_stakeholder_buyin,8595.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
543,23,negotiation,no_budget,21051.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
544,23,demo,price_too_high,9688.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
545,7,demo,price_too_high,6066.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
546,22,discovery,security_compliance_concern,2207.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
547,10,negotiation,not_a_priority_now,40561.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
548,13,discovery,already_using_competitor,3974.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
549,4,closing,need_more_features,8053.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
550,14,closing,need_stakeholder_buyin,23600.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
551,8,demo,security_compliance_concern,4244.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
552,9,demo,price_too_high,19276.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
553,7,discovery,already_using_competitor,6459.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
554,3,discovery,implementation_time_concern,2511.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
555,12,discovery,no_budget,12990.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
556,6,closing,price_too_high,4571.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
557,24,closing,security_compliance_concern,12917.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
558,0,negotiation,no_budget,29820.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
559,21,demo,need_stakeholder_buyin,62338.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
560,19,closing,not_a_priority_now,4518.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
561,16,closing,not_a_priority_now,3284.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
562,24,closing,security_compliance_concern,13448.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
563,10,demo,implementation_time_concern,5603.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
564,13,closing,already_using_competitor,3982.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
565,11,discovery,security_compliance_concern,14021.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
566,18,discovery,need_stakeholder_buyin,3241.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
567,24,closing,need_more_features,2241.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
568,8,demo,security_compliance_concern,3514.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
569,0,negotiation,already_using_competitor,4248.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
570,20,negotiation,need_more_features,2140.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
571,23,closing,price_too_high,7226.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
572,7,negotiation,not_a_priority_now,16736.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
573,17,discovery,no_budget,3626.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
574,9,discovery,need_stakeholder_buyin,38579.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
575,19,closing,no_budget,4230.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
576,5,demo,need_stakeholder_buyin,6080.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
577,23,discovery,price_too_high,4543.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
578,12,discovery,already_using_competitor,20375.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
579,19,discovery,need_stakeholder_buyin,2451.0,0,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
580,7,negotiation,already_using_competitor,18570.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
581,8,negotiation,need_more_features,26722.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
582,9,discovery,already_using_competitor,48805.0,0,1,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
583,17,negotiation,need_stakeholder_buyin,3744.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
584,2,closing,no_budget,5879.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
585,19,negotiation,already_using_competitor,6534.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
586,0,demo,price_too_high,9033.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
587,5,closing,already_using_competitor,2260.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
588,4,discovery,need_more_features,48852.0,0,1,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
589,9,demo,need_more_features,12320.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
590,17,closing,price_too_high,2246.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
591,20,discovery,need_stakeholder_buyin,1934.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
592,13,negotiation,not_a_priority_now,16607.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
593,2,demo,security_compliance_concern,25055.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
594,24,negotiation,price_too_high,6211.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
595,6,closing,need_more_features,7477.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
596,4,demo,security_compliance_concern,13293.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
597,14,closing,not_a_priority_now,69315.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
598,15,demo,need_more_features,20835.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
599,0,discovery,already_using_competitor,1000.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
600,1,discovery,price_too_high,19053.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
601,16,discovery,not_a_priority_now,13554.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
602,24,closing,security_compliance_concern,5484.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
603,3,closing,implementation_time_concern,46316.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
604,14,demo,no_budget,8632.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
605,8,demo,need_stakeholder_buyin,6420.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
606,12,negotiation,already_using_competitor,5622.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
607,15,negotiation,not_a_priority_now,3357.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
608,11,negotiation,already_using_competitor,6470.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
609,2,closing,no_budget,12026.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
610,18,closing,not_a_priority_now,7631.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
611,9,demo,already_using_competitor,22681.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
612,19,demo,already_using_competitor,11486.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
613,4,discovery,not_a_priority_now,22238.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
614,11,demo,price_too_high,19186.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
615,23,negotiation,need_more_features,1000.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
616,18,discovery,security_compliance_concern,4480.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
617,9,closing,already_using_competitor,9491.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
618,23,demo,price_too_high,6798.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
619,11,closing,price_too_high,2399.0,0,1,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
620,1,demo,implementation_time_concern,9190.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
621,17,discovery,already_using_competitor,4647.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
622,5,demo,no_budget,2457.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
623,7,negotiation,price_too_high,21826.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
624,1,closing,not_a_priority_now,19738.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
625,12,closing,already_using_competitor,12411.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
626,21,demo,no_budget,1458.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
627,13,discovery,not_a_priority_now,4754.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
628,17,demo,need_stakeholder_buyin,2722.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
629,23,demo,implementation_time_concern,1980.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
630,21,negotiation,implementation_time_concern,5757.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
631,4,discovery,no_budget,4958.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
632,11,demo,no_budget,29764.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
633,2,demo,security_compliance_concern,44722.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
634,6,discovery,need_stakeholder_buyin,27761.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
635,19,discovery,security_compliance_concern,8936.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
636,3,closing,price_too_high,7833.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
637,4,negotiation,price_too_high,10832.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
638,21,negotiation,not_a_priority_now,9382.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
639,15,demo,security_compliance_concern,8755.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
640,21,discovery,not_a_priority_now,2553.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
641,20,discovery,need_stakeholder_buyin,7038.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
642,11,discovery,price_too_high,25308.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
643,2,closing,need_more_features,4991.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
644,20,negotiation,need_stakeholder_buyin,1000.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
645,21,demo,implementation_time_concern,10453.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
646,22,demo,need_more_features,8578.0,0,1,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
647,8,closing,implementation_time_concern,9046.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
648,8,demo,security_compliance_concern,10124.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
649,13,discovery,implementation_time_concern,48013.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
650,14,demo,no_budget,2170.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
651,18,discovery,security_compliance_concern,7128.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
652,2,negotiation,already_using_competitor,1986.0,0,1,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
653,13,negotiation,need_stakeholder_buyin,19944.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
654,8,closing,price_too_high,5338.0,0,1,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
655,1,negotiation,not_a_priority_now,15721.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
656,22,discovery,need_more_features,30721.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
657,21,closing,need_more_features,5451.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
658,11,negotiation,not_a_priority_now,10866.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
659,13,negotiation,security_compliance_concern,45501.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
660,11,negotiation,no_budget,18903.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
661,13,negotiation,security_compliance_concern,59371.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
662,0,demo,price_too_high,4871.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
663,2,discovery,need_more_features,1677.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
664,1,discovery,implementation_time_concern,4056.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
665,9,closing,already_using_competitor,5007.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
666,12,discovery,need_stakeholder_buyin,30736.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
667,17,discovery,not_a_priority_now,9712.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
668,7,closing,price_too_high,7768.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
669,10,negotiation,already_using_competitor,8715.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
670,0,negotiation,need_stakeholder_buyin,7708.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
671,9,negotiation,need_stakeholder_buyin,6502.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
672,8,negotiation,security_compliance_concern,2402.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
673,12,discovery,no_budget,4149.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
674,10,demo,no_budget,17185.0,0,1,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
675,12,closing,not_a_priority_now,3061.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
676,12,closing,security_compliance_concern,4836.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
677,8,demo,implementation_time_concern,14368.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
678,9,negotiation,already_using_competitor,8526.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
679,22,closing,need_stakeholder_buyin,2018.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
680,15,negotiation,not_a_priority_now,17547.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
681,20,negotiation,need_more_features,9368.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
682,19,demo,already_using_competitor,17865.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
683,5,demo,need_more_features,6647.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
684,2,negotiation,already_using_competitor,2971.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
685,19,discovery,need_more_features,3474.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
686,10,demo,already_using_competitor,12886.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
687,19,closing,already_using_competitor,5994.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
688,10,discovery,implementation_time_concern,2704.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
689,9,closing,not_a_priority_now,2030.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
690,19,demo,not_a_priority_now,8124.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
691,17,demo,implementation_time_concern,1698.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
692,6,closing,no_budget,11960.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
693,6,discovery,no_budget,1000.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
694,24,discovery,security_compliance_concern,4114.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
695,17,closing,need_more_features,11138.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
696,16,negotiation,no_budget,2509.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
697,11,closing,no_budget,11046.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
698,1,negotiation,already_using_competitor,25387.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
699,17,demo,already_using_competitor,7444.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
700,7,discovery,not_a_priority_now,25465.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
701,12,negotiation,need_more_features,1141.0,0,1,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
702,24,negotiation,need_more_features,21430.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
703,18,negotiation,need_more_features,24728.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
704,15,discovery,not_a_priority_now,4366.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
705,5,closing,implementation_time_concern,20241.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
706,12,demo,security_compliance_concern,5923.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
707,0,demo,need_stakeholder_buyin,23365.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
708,21,negotiation,need_more_features,13152.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
709,15,demo,need_stakeholder_buyin,3349.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
710,0,closing,no_budget,2995.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
711,14,demo,no_budget,1525.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
712,3,negotiation,not_a_priority_now,9936.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
713,9,demo,no_budget,8267.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
